epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,21070.4,0.47273,0.30407,0.83566,0.98922,0.9566,0.98694,0.82809,0.70866,0.30984,0.91965,3.66877e-05,3.66877e-05,3.66877e-05
181,21187.4,0.47129,0.30459,0.83155,0.99043,0.95558,0.98693,0.82703,0.71342,0.31058,0.92084,3.4227e-05,3.4227e-05,3.4227e-05
182,21304.2,0.47194,0.30749,0.83411,0.98593,0.96003,0.98644,0.82571,0.72045,0.31244,0.92243,3.18825e-05,3.18825e-05,3.18825e-05
183,21421.3,0.46823,0.3032,0.83129,0.98776,0.95888,0.98618,0.82743,0.71335,0.3114,0.92067,2.96546e-05,2.96546e-05,2.96546e-05
184,21538.5,0.47184,0.30457,0.83207,0.98381,0.96289,0.98653,0.82486,0.72194,0.31259,0.92265,2.75441e-05,2.75441e-05,2.75441e-05
185,21655.6,0.47375,0.30707,0.83908,0.98649,0.96069,0.98624,0.8268,0.71704,0.30968,0.921,2.55513e-05,2.55513e-05,2.55513e-05
186,21772.8,0.46408,0.30083,0.83224,0.98976,0.95775,0.9863,0.8287,0.71317,0.30786,0.92021,2.36769e-05,2.36769e-05,2.36769e-05
187,21889.5,0.46526,0.29766,0.83373,0.98841,0.9585,0.98634,0.82959,0.70833,0.30635,0.91915,2.19212e-05,2.19212e-05,2.19212e-05
188,22006.3,0.46659,0.29665,0.83198,0.98836,0.96007,0.98649,0.82711,0.71645,0.30739,0.92093,2.02847e-05,2.02847e-05,2.02847e-05
189,22123.1,0.46637,0.29754,0.82956,0.98733,0.96036,0.98647,0.82817,0.71498,0.307,0.92067,1.87678e-05,1.87678e-05,1.87678e-05
190,22239.8,0.46613,0.30053,0.8333,0.98656,0.96018,0.9865,0.82639,0.72318,0.30781,0.92271,1.73709e-05,1.73709e-05,1.73709e-05
191,22357.1,0.45419,0.28316,0.83756,0.9865,0.96324,0.98999,0.80557,0.80392,0.32113,0.94303,1.60943e-05,1.60943e-05,1.60943e-05
192,22474.1,0.43922,0.27726,0.83686,0.98456,0.96584,0.99026,0.79848,0.8262,0.3263,0.94902,1.49383e-05,1.49383e-05,1.49383e-05
193,22591.4,0.43851,0.27492,0.83468,0.98625,0.96458,0.99027,0.80808,0.79633,0.31986,0.94047,1.39032e-05,1.39032e-05,1.39032e-05
194,22708.7,0.42731,0.26875,0.83112,0.98616,0.96427,0.99024,0.81376,0.77763,0.3159,0.93525,1.29893e-05,1.29893e-05,1.29893e-05
195,22825.8,0.43796,0.27539,0.83809,0.98639,0.96429,0.99018,0.81156,0.78259,0.31652,0.93672,1.21968e-05,1.21968e-05,1.21968e-05
196,22943,0.43379,0.27138,0.83358,0.98657,0.96428,0.99017,0.81191,0.78169,0.31574,0.93658,1.15259e-05,1.15259e-05,1.15259e-05
197,23059.7,0.4243,0.27245,0.83331,0.97989,0.97143,0.98983,0.81275,0.77655,0.31468,0.93524,1.09768e-05,1.09768e-05,1.09768e-05
198,23176.5,0.42922,0.27227,0.8333,0.97968,0.97162,0.98927,0.81598,0.76411,0.31248,0.93232,1.05495e-05,1.05495e-05,1.05495e-05
199,23293.4,0.42594,0.27644,0.83191,0.97995,0.97182,0.98925,0.81781,0.75533,0.31104,0.93023,1.02443e-05,1.02443e-05,1.02443e-05
200,23410.5,0.42578,0.27061,0.83039,0.98056,0.97121,0.98926,0.81672,0.75811,0.31152,0.93085,1.00611e-05,1.00611e-05,1.00611e-05
