epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,11662.6,0.60863,0.39689,0.85273,0.98225,0.97199,0.9906,0.70162,1.18785,0.3921,1.09395,6.39518e-05,6.39518e-05,6.39518e-05
172,11730.6,0.61487,0.40569,0.85839,0.98042,0.9766,0.99037,0.71443,1.14274,0.38106,1.06858,6.04763e-05,6.04763e-05,6.04763e-05
173,11798.8,0.61326,0.40499,0.85645,0.9702,0.9764,0.98903,0.67552,1.26969,0.42353,1.14229,5.71106e-05,5.71106e-05,5.71106e-05
174,11866.8,0.60193,0.39541,0.8546,0.97564,0.97562,0.99028,0.71318,1.14267,0.38664,1.06692,5.38554e-05,5.38554e-05,5.38554e-05
175,11935.1,0.61005,0.40016,0.85593,0.97594,0.97574,0.99025,0.69943,1.18436,0.39786,1.09578,5.07115e-05,5.07115e-05,5.07115e-05
176,12003.2,0.59698,0.39061,0.85218,0.9777,0.97456,0.99039,0.70553,1.16911,0.39441,1.08858,4.76796e-05,4.76796e-05,4.76796e-05
177,12071.9,0.61015,0.40108,0.85495,0.96968,0.97999,0.99,0.69165,1.22521,0.4104,1.12432,4.47606e-05,4.47606e-05,4.47606e-05
178,12140.2,0.59531,0.38987,0.85393,0.98301,0.97217,0.99016,0.72885,1.0995,0.37397,1.05405,4.19552e-05,4.19552e-05,4.19552e-05
179,12208.2,0.60486,0.39573,0.85478,0.97232,0.98211,0.98926,0.72283,1.11643,0.37756,1.05919,3.9264e-05,3.9264e-05,3.9264e-05
180,12276.4,0.60749,0.39823,0.85413,0.96999,0.98512,0.98941,0.71775,1.13073,0.3795,1.06859,3.66877e-05,3.66877e-05,3.66877e-05
181,12344.5,0.60363,0.38872,0.85124,0.97618,0.97702,0.98957,0.70699,1.16257,0.38991,1.08333,3.4227e-05,3.4227e-05,3.4227e-05
182,12412.7,0.5981,0.39202,0.85505,0.97214,0.98336,0.98987,0.70132,1.17632,0.39299,1.08679,3.18825e-05,3.18825e-05,3.18825e-05
183,12480.9,0.59602,0.39016,0.85268,0.9736,0.97791,0.98954,0.68605,1.23276,0.40874,1.12043,2.96546e-05,2.96546e-05,2.96546e-05
184,12549.3,0.60163,0.39503,0.85196,0.98316,0.9708,0.98996,0.68601,1.23763,0.40824,1.11994,2.75441e-05,2.75441e-05,2.75441e-05
185,12617.6,0.601,0.39582,0.85425,0.98139,0.97572,0.99003,0.7068,1.16483,0.38662,1.08128,2.55513e-05,2.55513e-05,2.55513e-05
186,12685.7,0.60163,0.39056,0.85267,0.98336,0.97138,0.98978,0.6892,1.22891,0.40503,1.12104,2.36769e-05,2.36769e-05,2.36769e-05
187,12753.9,0.59394,0.39257,0.84966,0.98381,0.97126,0.98981,0.69984,1.18102,0.39336,1.09479,2.19212e-05,2.19212e-05,2.19212e-05
188,12821.9,0.59296,0.38797,0.85366,0.97306,0.98091,0.98983,0.68194,1.25194,0.41291,1.13055,2.02847e-05,2.02847e-05,2.02847e-05
189,12890,0.59715,0.38945,0.85532,0.98252,0.97159,0.98985,0.67498,1.27073,0.41695,1.14334,1.87678e-05,1.87678e-05,1.87678e-05
190,12958.2,0.59086,0.38908,0.85558,0.97261,0.98466,0.99058,0.70115,1.17922,0.39282,1.09268,1.73709e-05,1.73709e-05,1.73709e-05
191,13026.9,0.6027,0.37745,0.86452,0.9677,0.98441,0.98623,0.65108,1.36264,0.45187,1.23465,1.60943e-05,1.60943e-05,1.60943e-05
192,13095.2,0.58796,0.37144,0.8692,0.96884,0.9781,0.98505,0.63279,1.40597,0.46757,1.26905,1.49383e-05,1.49383e-05,1.49383e-05
193,13163.2,0.58002,0.36147,0.86232,0.96397,0.97389,0.97992,0.57169,1.59273,0.53205,1.4253,1.39032e-05,1.39032e-05,1.39032e-05
194,13231.3,0.56749,0.35051,0.86018,0.96438,0.97467,0.97901,0.56417,1.61611,0.54337,1.44535,1.29893e-05,1.29893e-05,1.29893e-05
195,13299.4,0.56818,0.35245,0.85804,0.96336,0.97443,0.97784,0.57385,1.58104,0.53355,1.4105,1.21968e-05,1.21968e-05,1.21968e-05
